gene,in_subset
ENSMUSG00000027832,True
ENSMUSG00000027835,False
ENSMUSG00000027882,False
ENSMUSG00000027901,False
ENSMUSG00000027936,False
ENSMUSG00000027951,False
ENSMUSG00000027955,False
ENSMUSG00000027956,False
ENSMUSG00000027957,False
ENSMUSG00000027962,True
ENSMUSG00000027984,False
ENSMUSG00000027995,False
ENSMUSG00000028019,False
ENSMUSG00000028028,False
ENSMUSG00000028034,False
ENSMUSG00000028037,False
ENSMUSG00000028059,False
ENSMUSG00000028063,False
ENSMUSG00000028064,False
ENSMUSG00000028066,False
ENSMUSG00000028082,False
ENSMUSG00000028086,False
ENSMUSG00000028088,False
ENSMUSG00000028093,False
ENSMUSG00000028104,False
ENSMUSG00000028121,False
ENSMUSG00000028126,False
ENSMUSG00000028128,False
ENSMUSG00000028136,False
ENSMUSG00000028156,False
ENSMUSG00000028164,False
ENSMUSG00000028173,False
ENSMUSG00000028184,False
ENSMUSG00000028211,False
ENSMUSG00000028214,False
ENSMUSG00000028221,False
ENSMUSG00000028229,False
ENSMUSG00000028238,True
ENSMUSG00000028243,False
ENSMUSG00000028266,True
ENSMUSG00000028277,False
ENSMUSG00000028278,False
ENSMUSG00000028322,False
ENSMUSG00000028328,False
ENSMUSG00000028329,False
ENSMUSG00000028341,False
ENSMUSG00000028343,False
ENSMUSG00000028362,False
ENSMUSG00000028382,False
ENSMUSG00000028385,False
ENSMUSG00000028403,False
ENSMUSG00000028409,False
ENSMUSG00000028412,False
ENSMUSG00000028413,False
ENSMUSG00000028419,False
ENSMUSG00000028435,False
ENSMUSG00000028447,False
ENSMUSG00000028458,False
ENSMUSG00000028459,False
ENSMUSG00000028496,False
ENSMUSG00000028497,False
ENSMUSG00000028517,True
ENSMUSG00000028525,False
ENSMUSG00000028530,False
ENSMUSG00000028550,False
ENSMUSG00000028551,False
ENSMUSG00000028556,False
ENSMUSG00000028557,False
ENSMUSG00000028559,False
ENSMUSG00000028576,False
ENSMUSG00000028577,False
ENSMUSG00000028583,True
ENSMUSG00000028599,True
ENSMUSG00000028602,False
ENSMUSG00000028608,False
ENSMUSG00000028621,False
ENSMUSG00000028630,False
ENSMUSG00000028654,False
ENSMUSG00000028669,False
ENSMUSG00000028672,False
ENSMUSG00000028680,False
ENSMUSG00000028683,False
ENSMUSG00000028684,False
ENSMUSG00000028693,False
ENSMUSG00000028700,False
ENSMUSG00000028708,False
ENSMUSG00000028737,False
ENSMUSG00000028741,False
ENSMUSG00000028744,False
ENSMUSG00000028756,False
ENSMUSG00000028771,False
ENSMUSG00000028780,False
ENSMUSG00000028793,False
ENSMUSG00000028799,False
ENSMUSG00000028803,False
ENSMUSG00000028821,False
ENSMUSG00000028826,False
ENSMUSG00000028847,False
ENSMUSG00000028848,False
ENSMUSG00000028850,False
ENSMUSG00000028859,False
ENSMUSG00000028862,False
ENSMUSG00000028879,False
ENSMUSG00000028885,False
ENSMUSG00000028902,False
ENSMUSG00000028906,False
ENSMUSG00000028907,False
ENSMUSG00000028914,False
ENSMUSG00000028917,False
ENSMUSG00000028927,False
ENSMUSG00000028937,False
ENSMUSG00000028944,False
ENSMUSG00000028945,False
ENSMUSG00000028954,False
ENSMUSG00000028955,False
ENSMUSG00000028958,False
ENSMUSG00000028973,False
ENSMUSG00000028990,False
ENSMUSG00000028995,False
ENSMUSG00000029007,False
ENSMUSG00000029009,False
ENSMUSG00000029016,False
ENSMUSG00000029068,False
ENSMUSG00000029082,False
ENSMUSG00000029084,False
ENSMUSG00000029098,False
ENSMUSG00000029108,False
ENSMUSG00000029131,False
ENSMUSG00000029135,False
ENSMUSG00000029169,False
ENSMUSG00000029174,False
ENSMUSG00000029175,False
ENSMUSG00000029177,False
ENSMUSG00000029178,False
ENSMUSG00000029192,False
ENSMUSG00000029201,False
ENSMUSG00000029207,False
ENSMUSG00000029209,False
ENSMUSG00000029213,False
ENSMUSG00000029217,False
ENSMUSG00000029221,False
ENSMUSG00000029229,False
ENSMUSG00000029267,False
ENSMUSG00000029275,False
ENSMUSG00000029304,True
ENSMUSG00000029310,False
ENSMUSG00000029313,False
ENSMUSG00000029330,False
ENSMUSG00000029333,False
ENSMUSG00000029366,False
ENSMUSG00000029376,False
ENSMUSG00000029377,True
ENSMUSG00000029385,False
ENSMUSG00000029415,False
ENSMUSG00000029416,False
ENSMUSG00000029417,False
ENSMUSG00000029422,False
ENSMUSG00000029449,False
ENSMUSG00000029461,False
ENSMUSG00000029463,False
ENSMUSG00000029464,False
ENSMUSG00000029467,False
ENSMUSG00000029468,False
ENSMUSG00000029471,False
ENSMUSG00000029490,False
ENSMUSG00000029500,False
ENSMUSG00000029505,False
ENSMUSG00000029512,False
ENSMUSG00000029534,False
ENSMUSG00000029545,False
ENSMUSG00000029553,False
ENSMUSG00000029569,False
ENSMUSG00000029570,False
ENSMUSG00000029571,False
ENSMUSG00000029580,False
ENSMUSG00000029587,False
ENSMUSG00000029591,False
ENSMUSG00000029616,False
ENSMUSG00000029617,False
ENSMUSG00000029629,False
ENSMUSG00000029648,False
ENSMUSG00000029650,False
ENSMUSG00000029657,False
ENSMUSG00000029672,False
ENSMUSG00000029674,False
ENSMUSG00000029684,False
ENSMUSG00000029715,False
ENSMUSG00000029722,False
ENSMUSG00000029752,False
ENSMUSG00000029767,False
ENSMUSG00000029777,False
ENSMUSG00000029780,False
ENSMUSG00000029804,False
ENSMUSG00000029817,False
ENSMUSG00000029821,False
ENSMUSG00000029822,False
ENSMUSG00000029826,False
ENSMUSG00000029910,False
ENSMUSG00000029915,False
ENSMUSG00000029919,False
ENSMUSG00000029998,False
ENSMUSG00000030007,False
ENSMUSG00000030047,False
ENSMUSG00000030051,False
ENSMUSG00000030061,False
ENSMUSG00000030064,False
ENSMUSG00000030067,False
ENSMUSG00000030083,False
ENSMUSG00000030089,False
ENSMUSG00000030094,False
ENSMUSG00000030095,False
ENSMUSG00000030105,True
ENSMUSG00000030107,False
ENSMUSG00000030109,False
ENSMUSG00000030126,True
ENSMUSG00000030156,True
ENSMUSG00000030159,False
ENSMUSG00000030162,True
ENSMUSG00000030188,False
ENSMUSG00000030189,False
ENSMUSG00000030199,False
ENSMUSG00000030203,False
ENSMUSG00000030213,False
ENSMUSG00000030232,False
ENSMUSG00000030243,False
ENSMUSG00000030259,False
ENSMUSG00000030269,False
ENSMUSG00000030271,False
ENSMUSG00000030272,False
ENSMUSG00000030282,False
ENSMUSG00000030304,False
ENSMUSG00000030314,False
ENSMUSG00000030315,False
ENSMUSG00000030316,False
ENSMUSG00000030341,False
ENSMUSG00000030357,False
ENSMUSG00000030421,False
ENSMUSG00000030423,False
ENSMUSG00000030447,False
ENSMUSG00000030512,False
ENSMUSG00000030515,False
ENSMUSG00000030522,False
ENSMUSG00000030530,False
ENSMUSG00000030560,True
ENSMUSG00000030589,False
ENSMUSG00000030590,False
ENSMUSG00000030595,False
ENSMUSG00000030609,False
ENSMUSG00000030612,False
ENSMUSG00000030629,False
ENSMUSG00000030681,False
ENSMUSG00000030691,False
ENSMUSG00000030704,False
ENSMUSG00000030707,False
ENSMUSG00000030714,False
ENSMUSG00000030729,False
ENSMUSG00000030741,False
ENSMUSG00000030748,False
ENSMUSG00000030761,False
ENSMUSG00000030774,False
ENSMUSG00000030788,False
ENSMUSG00000030789,False
ENSMUSG00000030790,True
ENSMUSG00000030795,False
ENSMUSG00000030802,False
ENSMUSG00000030805,False
ENSMUSG00000030830,False
ENSMUSG00000030844,False
ENSMUSG00000030847,False
ENSMUSG00000030852,False
ENSMUSG00000030879,False
ENSMUSG00000030922,False
ENSMUSG00000030956,False
ENSMUSG00000030978,False
ENSMUSG00000030986,False
ENSMUSG00000031004,False
ENSMUSG00000031010,False
ENSMUSG00000031021,False
ENSMUSG00000031101,False
ENSMUSG00000031107,False
ENSMUSG00000031133,False
ENSMUSG00000031154,False
ENSMUSG00000031207,False
ENSMUSG00000031278,False
ENSMUSG00000031292,False
ENSMUSG00000031295,False
ENSMUSG00000031337,False
ENSMUSG00000031352,False
ENSMUSG00000031360,False
ENSMUSG00000031378,False
ENSMUSG00000031388,False
ENSMUSG00000031389,False
ENSMUSG00000031392,False
ENSMUSG00000031393,False
ENSMUSG00000031422,False
ENSMUSG00000031438,True
ENSMUSG00000031453,False
ENSMUSG00000031458,False
ENSMUSG00000031465,False
ENSMUSG00000031488,False
ENSMUSG00000031502,False
ENSMUSG00000031503,False
ENSMUSG00000031508,False
ENSMUSG00000031520,False
ENSMUSG00000031530,False
ENSMUSG00000031537,False
ENSMUSG00000031555,False
ENSMUSG00000031556,False
ENSMUSG00000031565,False
ENSMUSG00000031568,False
ENSMUSG00000031578,False
ENSMUSG00000031584,False
ENSMUSG00000031586,False
ENSMUSG00000031595,False
ENSMUSG00000031596,True
ENSMUSG00000031609,False
ENSMUSG00000031617,False
ENSMUSG00000031622,False
ENSMUSG00000031627,False
ENSMUSG00000031639,False
ENSMUSG00000031644,False
ENSMUSG00000031652,False
ENSMUSG00000031659,False
ENSMUSG00000031662,False
ENSMUSG00000031666,False
ENSMUSG00000031668,False
ENSMUSG00000031701,False
ENSMUSG00000031706,False
ENSMUSG00000031711,False
ENSMUSG00000031712,False
ENSMUSG00000031722,True
ENSMUSG00000031729,False
ENSMUSG00000031740,False
ENSMUSG00000031779,False
ENSMUSG00000031780,False
ENSMUSG00000031781,False
ENSMUSG00000031782,False
ENSMUSG00000031783,False
ENSMUSG00000031787,False
ENSMUSG00000031788,False
ENSMUSG00000031796,False
ENSMUSG00000031799,True
ENSMUSG00000031824,False
ENSMUSG00000031851,False
ENSMUSG00000031862,False
ENSMUSG00000031901,False
ENSMUSG00000031902,False
ENSMUSG00000031913,False
ENSMUSG00000031938,False
ENSMUSG00000031948,False
ENSMUSG00000031959,False
ENSMUSG00000031971,False
ENSMUSG00000031985,False
ENSMUSG00000032000,False
ENSMUSG00000032002,False
ENSMUSG00000032014,False
ENSMUSG00000032020,False
ENSMUSG00000032024,True
ENSMUSG00000032038,False
ENSMUSG00000032042,False
ENSMUSG00000032050,False
ENSMUSG00000032066,False
ENSMUSG00000032109,False
ENSMUSG00000032119,False
ENSMUSG00000032120,False
ENSMUSG00000032121,False
ENSMUSG00000032122,False
ENSMUSG00000032126,False
ENSMUSG00000032193,False
ENSMUSG00000032204,False
ENSMUSG00000032215,False
ENSMUSG00000032220,False
ENSMUSG00000032231,True
ENSMUSG00000032245,False
ENSMUSG00000032251,False
ENSMUSG00000032254,False
ENSMUSG00000032265,False
ENSMUSG00000032288,False
ENSMUSG00000032290,False
ENSMUSG00000032300,False
ENSMUSG00000032301,False
ENSMUSG00000032307,False
ENSMUSG00000032308,False
ENSMUSG00000032312,False
ENSMUSG00000032316,False
ENSMUSG00000032322,False
ENSMUSG00000032330,False
ENSMUSG00000032344,False
ENSMUSG00000032349,False
ENSMUSG00000032363,False
ENSMUSG00000032370,False
ENSMUSG00000032377,False
ENSMUSG00000032407,False
ENSMUSG00000032410,False
ENSMUSG00000032411,False
ENSMUSG00000032413,False
ENSMUSG00000032417,False
ENSMUSG00000032422,False
ENSMUSG00000032423,False
ENSMUSG00000032434,False
ENSMUSG00000032435,False
ENSMUSG00000032440,False
ENSMUSG00000032459,False
ENSMUSG00000032468,False
ENSMUSG00000032475,False
ENSMUSG00000032479,False
ENSMUSG00000032485,False
ENSMUSG00000032497,False
ENSMUSG00000032501,False
ENSMUSG00000032512,False
ENSMUSG00000032513,False
ENSMUSG00000032515,False
ENSMUSG00000032557,False
ENSMUSG00000032560,False
ENSMUSG00000032561,True
ENSMUSG00000032563,False
ENSMUSG00000032575,False
ENSMUSG00000032577,False
ENSMUSG00000032578,False
ENSMUSG00000032583,False
ENSMUSG00000032596,False
ENSMUSG00000032598,False
ENSMUSG00000032601,False
ENSMUSG00000032606,False
ENSMUSG00000032624,False
ENSMUSG00000032673,False
ENSMUSG00000032688,False
ENSMUSG00000032690,False
ENSMUSG00000032691,False
ENSMUSG00000032724,False
ENSMUSG00000032727,False
ENSMUSG00000032737,False
ENSMUSG00000032740,False
ENSMUSG00000032741,False
ENSMUSG00000032745,False
ENSMUSG00000032754,False
ENSMUSG00000032777,False
ENSMUSG00000032782,False
ENSMUSG00000032812,False
ENSMUSG00000032834,False
ENSMUSG00000032841,False
ENSMUSG00000032855,False
ENSMUSG00000032883,False
ENSMUSG00000032898,False
ENSMUSG00000032932,False
ENSMUSG00000032965,False
ENSMUSG00000032977,False
ENSMUSG00000033032,False
ENSMUSG00000033033,False
ENSMUSG00000033039,False
ENSMUSG00000033059,False
ENSMUSG00000033066,False
ENSMUSG00000033068,False
ENSMUSG00000033082,False
ENSMUSG00000033102,False
ENSMUSG00000033192,False
ENSMUSG00000033220,False
ENSMUSG00000033294,False
ENSMUSG00000033326,True
ENSMUSG00000033352,False
ENSMUSG00000033400,False
ENSMUSG00000033446,False
ENSMUSG00000033454,False
ENSMUSG00000033499,False
ENSMUSG00000033502,False
ENSMUSG00000033538,False
ENSMUSG00000033557,False
ENSMUSG00000033565,False
ENSMUSG00000033581,False
ENSMUSG00000033610,False
ENSMUSG00000033623,False
ENSMUSG00000033671,False
ENSMUSG00000033705,False
ENSMUSG00000033706,False
ENSMUSG00000033781,False
ENSMUSG00000033799,False
ENSMUSG00000033857,False
ENSMUSG00000033871,False
ENSMUSG00000033916,False
ENSMUSG00000033949,False
ENSMUSG00000033985,False
ENSMUSG00000034024,False
ENSMUSG00000034059,False
ENSMUSG00000034118,False
ENSMUSG00000034154,False
ENSMUSG00000034157,False
ENSMUSG00000034158,False
ENSMUSG00000034160,False
ENSMUSG00000034168,False
ENSMUSG00000034216,False
ENSMUSG00000034226,False
ENSMUSG00000034247,False
ENSMUSG00000034248,False
ENSMUSG00000034255,False
ENSMUSG00000034265,False
ENSMUSG00000034266,False
ENSMUSG00000034290,False
ENSMUSG00000034312,False
ENSMUSG00000034353,False
ENSMUSG00000034354,False
ENSMUSG00000034422,False
ENSMUSG00000034432,False
ENSMUSG00000034442,False
ENSMUSG00000034480,False
ENSMUSG00000034487,False
ENSMUSG00000034522,False
ENSMUSG00000034563,False
ENSMUSG00000034574,False
ENSMUSG00000034575,False
ENSMUSG00000034591,False
ENSMUSG00000034593,False
ENSMUSG00000034612,False
ENSMUSG00000034620,False
ENSMUSG00000034640,False
ENSMUSG00000034653,False
ENSMUSG00000034673,False
ENSMUSG00000034674,False
ENSMUSG00000034709,False
ENSMUSG00000034714,True
ENSMUSG00000034723,False
ENSMUSG00000034724,False
ENSMUSG00000034744,False
ENSMUSG00000034783,False
ENSMUSG00000034795,False
ENSMUSG00000034832,False
ENSMUSG00000034842,False
ENSMUSG00000034855,True
ENSMUSG00000034858,False
ENSMUSG00000034951,False
ENSMUSG00000034957,False
ENSMUSG00000034998,False
ENSMUSG00000035004,False
ENSMUSG00000035021,False
ENSMUSG00000035024,False
ENSMUSG00000035042,True
ENSMUSG00000035047,False
ENSMUSG00000035062,False
ENSMUSG00000035064,False
ENSMUSG00000035069,False
ENSMUSG00000035086,False
ENSMUSG00000035150,False
ENSMUSG00000035152,False
ENSMUSG00000035158,False
ENSMUSG00000035164,False
ENSMUSG00000035181,False
ENSMUSG00000035235,False
ENSMUSG00000035236,False
ENSMUSG00000035248,False
ENSMUSG00000035268,False
ENSMUSG00000035274,False
ENSMUSG00000035284,False
ENSMUSG00000035314,False
ENSMUSG00000035356,False
ENSMUSG00000035376,False
ENSMUSG00000035385,True
ENSMUSG00000035401,False
ENSMUSG00000035439,False
ENSMUSG00000035493,True
ENSMUSG00000035505,False
ENSMUSG00000035517,False
ENSMUSG00000035529,False
ENSMUSG00000035614,False
ENSMUSG00000035629,False
ENSMUSG00000035642,False
ENSMUSG00000035666,False
ENSMUSG00000035692,True
ENSMUSG00000035713,False
ENSMUSG00000035735,False
ENSMUSG00000035759,False
ENSMUSG00000035778,False
ENSMUSG00000035790,False
ENSMUSG00000035834,False
ENSMUSG00000035840,False
ENSMUSG00000035901,False
ENSMUSG00000035941,False
ENSMUSG00000035958,False
ENSMUSG00000035967,False
ENSMUSG00000036023,False
ENSMUSG00000036052,False
ENSMUSG00000036053,False
ENSMUSG00000036078,False
ENSMUSG00000036086,False
ENSMUSG00000036087,False
ENSMUSG00000036155,False
ENSMUSG00000036256,False
ENSMUSG00000036273,False
ENSMUSG00000036275,False
ENSMUSG00000036362,False
ENSMUSG00000036371,False
ENSMUSG00000036381,False
ENSMUSG00000036442,False
ENSMUSG00000036452,False
ENSMUSG00000036469,False
ENSMUSG00000036499,False
ENSMUSG00000036555,False
ENSMUSG00000036565,False
ENSMUSG00000036568,False
ENSMUSG00000036572,False
ENSMUSG00000036599,False
ENSMUSG00000036613,False
ENSMUSG00000036617,False
ENSMUSG00000036644,False
ENSMUSG00000036661,False
ENSMUSG00000036698,False
ENSMUSG00000036712,False
ENSMUSG00000036764,False
ENSMUSG00000036864,False
ENSMUSG00000036879,False
ENSMUSG00000036880,False
ENSMUSG00000036918,False
ENSMUSG00000036932,False
ENSMUSG00000036977,False
ENSMUSG00000036985,False
ENSMUSG00000036986,False
ENSMUSG00000036990,False
ENSMUSG00000037049,False
ENSMUSG00000037062,False
ENSMUSG00000037111,False
ENSMUSG00000037151,False
ENSMUSG00000037197,False
ENSMUSG00000037211,False
ENSMUSG00000037224,False
ENSMUSG00000037235,False
ENSMUSG00000037242,True
ENSMUSG00000037257,False
ENSMUSG00000037270,False
ENSMUSG00000037295,False
ENSMUSG00000037306,False
ENSMUSG00000037316,False
ENSMUSG00000037318,False
ENSMUSG00000037337,False
ENSMUSG00000037344,False
ENSMUSG00000037361,False
ENSMUSG00000037366,False
ENSMUSG00000037395,False
ENSMUSG00000037405,False
ENSMUSG00000037408,False
ENSMUSG00000037411,True
ENSMUSG00000037419,False
ENSMUSG00000037426,False
ENSMUSG00000037434,False
ENSMUSG00000037447,False
ENSMUSG00000037493,False
ENSMUSG00000037523,False
ENSMUSG00000037526,False
ENSMUSG00000037553,False
ENSMUSG00000037568,False
ENSMUSG00000037572,False
ENSMUSG00000037661,False
ENSMUSG00000037692,False
ENSMUSG00000037697,True
ENSMUSG00000037752,False
ENSMUSG00000037815,False
ENSMUSG00000037820,False
ENSMUSG00000037824,False
ENSMUSG00000037876,False
ENSMUSG00000037885,False
ENSMUSG00000037896,False
ENSMUSG00000037905,False
ENSMUSG00000037921,False
ENSMUSG00000037936,False
ENSMUSG00000037965,False
ENSMUSG00000037971,False
ENSMUSG00000037991,False
ENSMUSG00000037992,False
ENSMUSG00000037993,False
ENSMUSG00000037997,False
ENSMUSG00000038000,False
ENSMUSG00000038024,False
ENSMUSG00000038034,False
ENSMUSG00000038037,True
ENSMUSG00000038058,False
ENSMUSG00000038068,False
ENSMUSG00000038072,False
ENSMUSG00000038116,False
ENSMUSG00000038127,False
ENSMUSG00000038145,False
ENSMUSG00000038172,False
ENSMUSG00000038175,False
ENSMUSG00000038178,True
ENSMUSG00000038179,False
ENSMUSG00000038206,False
ENSMUSG00000038213,False
ENSMUSG00000038215,False
ENSMUSG00000038235,False
ENSMUSG00000038252,False
ENSMUSG00000038290,False
ENSMUSG00000038299,False
ENSMUSG00000038301,False
ENSMUSG00000038332,False
ENSMUSG00000038349,False
ENSMUSG00000038351,False
ENSMUSG00000038370,False
ENSMUSG00000038393,False
ENSMUSG00000038412,False
ENSMUSG00000038459,False
ENSMUSG00000038467,False
ENSMUSG00000038481,False
ENSMUSG00000038510,False
ENSMUSG00000038517,False
ENSMUSG00000038518,False
ENSMUSG00000038542,False
ENSMUSG00000038546,False
ENSMUSG00000038594,False
ENSMUSG00000038615,False
ENSMUSG00000038648,False
ENSMUSG00000038679,False
ENSMUSG00000038683,False
ENSMUSG00000038712,False
ENSMUSG00000038718,False
ENSMUSG00000038722,False
ENSMUSG00000038733,False
ENSMUSG00000038740,False
ENSMUSG00000038742,False
ENSMUSG00000038766,False
ENSMUSG00000038806,False
ENSMUSG00000038838,False
ENSMUSG00000038843,False
ENSMUSG00000038866,False
ENSMUSG00000038884,False
ENSMUSG00000038886,False
ENSMUSG00000038902,False
ENSMUSG00000038910,False
ENSMUSG00000038949,False
ENSMUSG00000038967,False
ENSMUSG00000039018,False
ENSMUSG00000039067,False
ENSMUSG00000039087,False
ENSMUSG00000039089,False
ENSMUSG00000039116,False
ENSMUSG00000039153,False
ENSMUSG00000039156,False
ENSMUSG00000039157,False
ENSMUSG00000039202,False
ENSMUSG00000039206,False
ENSMUSG00000039217,False
ENSMUSG00000039220,False
ENSMUSG00000039232,False
ENSMUSG00000039236,False
ENSMUSG00000039304,False
ENSMUSG00000039318,False
ENSMUSG00000039356,False
ENSMUSG00000039357,False
ENSMUSG00000039361,False
ENSMUSG00000039382,False
ENSMUSG00000039395,False
ENSMUSG00000039428,False
ENSMUSG00000039431,False
ENSMUSG00000039456,False
ENSMUSG00000039463,False
ENSMUSG00000039470,False
ENSMUSG00000039478,False
ENSMUSG00000039497,False
ENSMUSG00000039512,False
ENSMUSG00000039515,False
ENSMUSG00000039536,False
ENSMUSG00000039656,False
ENSMUSG00000039671,False
ENSMUSG00000039678,False
ENSMUSG00000039680,False
ENSMUSG00000039686,False
ENSMUSG00000039697,False
ENSMUSG00000039699,False
ENSMUSG00000039703,False
ENSMUSG00000039715,False
ENSMUSG00000039735,False
ENSMUSG00000039737,False
ENSMUSG00000039740,False
ENSMUSG00000039753,False
ENSMUSG00000039759,False
ENSMUSG00000039763,False
ENSMUSG00000039770,False
ENSMUSG00000039774,False
ENSMUSG00000039787,False
ENSMUSG00000039795,False
ENSMUSG00000039801,False
ENSMUSG00000039804,False
ENSMUSG00000039813,False
ENSMUSG00000039841,False
ENSMUSG00000039842,False
ENSMUSG00000039852,False
ENSMUSG00000039873,False
ENSMUSG00000039891,False
ENSMUSG00000039952,False
ENSMUSG00000039959,False
ENSMUSG00000039981,False
ENSMUSG00000039982,False
ENSMUSG00000039983,False
ENSMUSG00000039987,False
ENSMUSG00000039994,False
ENSMUSG00000040006,False
ENSMUSG00000040007,False
ENSMUSG00000040021,False
ENSMUSG00000040025,False
ENSMUSG00000040028,False
ENSMUSG00000040061,False
ENSMUSG00000040102,False
ENSMUSG00000040112,False
ENSMUSG00000040128,False
ENSMUSG00000040151,False
ENSMUSG00000040152,True
ENSMUSG00000040174,False
ENSMUSG00000040209,False
ENSMUSG00000040247,False
ENSMUSG00000040270,False
ENSMUSG00000040274,False
ENSMUSG00000040282,False
ENSMUSG00000040322,False
ENSMUSG00000040325,False
ENSMUSG00000040331,False
ENSMUSG00000040339,False
ENSMUSG00000040350,False
ENSMUSG00000040351,False
ENSMUSG00000040363,False
ENSMUSG00000040390,False
ENSMUSG00000040428,False
ENSMUSG00000040435,False
ENSMUSG00000040451,False
ENSMUSG00000040463,False
ENSMUSG00000040479,False
ENSMUSG00000040483,False
ENSMUSG00000040532,False
ENSMUSG00000040548,False
ENSMUSG00000040552,True
ENSMUSG00000040560,False
ENSMUSG00000040592,False
ENSMUSG00000040616,False
ENSMUSG00000040648,False
ENSMUSG00000040659,False
ENSMUSG00000040663,False
ENSMUSG00000040687,False
ENSMUSG00000040710,False
ENSMUSG00000040711,False
ENSMUSG00000040723,False
ENSMUSG00000040747,True
ENSMUSG00000040774,False
ENSMUSG00000040782,False
ENSMUSG00000040785,False
ENSMUSG00000040811,False
ENSMUSG00000040818,False
ENSMUSG00000040820,False
ENSMUSG00000040829,False
ENSMUSG00000040842,False
ENSMUSG00000040855,False
ENSMUSG00000040913,False
ENSMUSG00000040940,False
ENSMUSG00000040943,False
ENSMUSG00000040945,False
ENSMUSG00000040963,False
ENSMUSG00000040964,False
ENSMUSG00000040997,False
ENSMUSG00000041040,False
ENSMUSG00000041058,False
ENSMUSG00000041115,False
ENSMUSG00000041126,False
ENSMUSG00000041153,False
ENSMUSG00000041203,False
ENSMUSG00000041268,False
ENSMUSG00000041278,False
ENSMUSG00000041313,False
ENSMUSG00000041324,True
ENSMUSG00000041341,False
ENSMUSG00000041354,False
ENSMUSG00000041355,False
ENSMUSG00000041362,False
ENSMUSG00000041390,False
ENSMUSG00000041426,False
ENSMUSG00000041439,False
ENSMUSG00000041471,False
ENSMUSG00000041483,False
ENSMUSG00000041506,False
ENSMUSG00000041629,False
ENSMUSG00000041642,False
ENSMUSG00000041685,False
ENSMUSG00000041695,False
ENSMUSG00000041707,False
ENSMUSG00000041736,False
ENSMUSG00000041773,False
ENSMUSG00000041774,False
ENSMUSG00000041777,False
ENSMUSG00000041779,False
ENSMUSG00000041782,False
ENSMUSG00000041815,False
ENSMUSG00000041827,True
ENSMUSG00000041886,False
ENSMUSG00000041966,False
ENSMUSG00000041975,False
ENSMUSG00000042015,False
ENSMUSG00000042035,False
ENSMUSG00000042042,False
ENSMUSG00000042046,False
ENSMUSG00000042050,False
ENSMUSG00000042073,False
ENSMUSG00000042099,False
ENSMUSG00000042105,False
ENSMUSG00000042133,False
ENSMUSG00000042167,False
ENSMUSG00000042178,False
ENSMUSG00000042225,False
ENSMUSG00000042228,False
ENSMUSG00000042249,False
ENSMUSG00000042284,False
ENSMUSG00000042286,False
ENSMUSG00000042292,False
ENSMUSG00000042298,False
ENSMUSG00000042305,False
ENSMUSG00000042350,False
ENSMUSG00000042396,False
ENSMUSG00000042419,False
ENSMUSG00000042423,False
ENSMUSG00000042462,False
ENSMUSG00000042500,False
ENSMUSG00000042508,False
ENSMUSG00000042541,False
ENSMUSG00000042595,False
ENSMUSG00000042606,False
ENSMUSG00000042608,False
ENSMUSG00000042622,False
ENSMUSG00000042659,False
ENSMUSG00000042675,False
ENSMUSG00000042688,False
ENSMUSG00000042700,False
ENSMUSG00000042719,False
ENSMUSG00000042726,False
ENSMUSG00000042729,False
ENSMUSG00000042751,False
ENSMUSG00000042759,False
ENSMUSG00000042770,False
ENSMUSG00000042772,False
ENSMUSG00000042790,False
ENSMUSG00000042901,False
ENSMUSG00000042903,False
ENSMUSG00000043004,False
ENSMUSG00000043008,False
ENSMUSG00000043015,False
ENSMUSG00000043065,False
ENSMUSG00000043131,False
ENSMUSG00000043157,False
ENSMUSG00000043336,False
ENSMUSG00000043411,False
ENSMUSG00000043419,False
ENSMUSG00000043535,False
ENSMUSG00000043542,False
ENSMUSG00000043613,False
ENSMUSG00000043733,False
ENSMUSG00000043953,True
ENSMUSG00000043964,False
ENSMUSG00000043987,False
ENSMUSG00000044147,False
ENSMUSG00000044150,False
ENSMUSG00000044167,False
ENSMUSG00000044224,False
ENSMUSG00000044244,False
ENSMUSG00000044337,False
ENSMUSG00000044340,False
ENSMUSG00000044350,False
ENSMUSG00000044408,False
ENSMUSG00000044477,False
ENSMUSG00000044629,False
ENSMUSG00000044701,True
ENSMUSG00000044702,False
ENSMUSG00000044712,False
ENSMUSG00000044783,False
ENSMUSG00000044813,False
ENSMUSG00000044827,False
ENSMUSG00000044894,False
ENSMUSG00000044949,False
ENSMUSG00000044986,False
ENSMUSG00000045005,False
ENSMUSG00000045216,False
ENSMUSG00000045374,False
ENSMUSG00000045382,False
ENSMUSG00000045502,False
ENSMUSG00000045573,True
ENSMUSG00000045624,False
ENSMUSG00000045664,False
ENSMUSG00000045671,False
ENSMUSG00000045725,False
ENSMUSG00000045795,False
ENSMUSG00000045932,True
ENSMUSG00000045975,False
ENSMUSG00000045980,False
ENSMUSG00000046027,False
ENSMUSG00000046062,False
ENSMUSG00000046179,False
ENSMUSG00000046207,False
ENSMUSG00000046223,True
ENSMUSG00000046229,False
ENSMUSG00000046314,False
ENSMUSG00000046417,False
ENSMUSG00000046519,False
ENSMUSG00000046671,False
ENSMUSG00000046679,False
ENSMUSG00000046727,False
ENSMUSG00000046806,False
ENSMUSG00000046826,False
ENSMUSG00000046861,False
ENSMUSG00000046949,False
ENSMUSG00000046982,False
