gene,in_subset
ENSMUSG00000046985,False
ENSMUSG00000047090,False
ENSMUSG00000047098,False
ENSMUSG00000047180,False
ENSMUSG00000047248,False
ENSMUSG00000047250,False
ENSMUSG00000047412,False
ENSMUSG00000047454,False
ENSMUSG00000047473,False
ENSMUSG00000047635,False
ENSMUSG00000047648,False
ENSMUSG00000047747,False
ENSMUSG00000047789,False
ENSMUSG00000047793,False
ENSMUSG00000047804,False
ENSMUSG00000047888,False
ENSMUSG00000047986,False
ENSMUSG00000048058,False
ENSMUSG00000048076,False
ENSMUSG00000048216,False
ENSMUSG00000048234,False
ENSMUSG00000048249,False
ENSMUSG00000048264,False
ENSMUSG00000048279,False
ENSMUSG00000048285,False
ENSMUSG00000048327,False
ENSMUSG00000048490,False
ENSMUSG00000048578,False
ENSMUSG00000048661,False
ENSMUSG00000048756,False
ENSMUSG00000048787,False
ENSMUSG00000048806,False
ENSMUSG00000048807,False
ENSMUSG00000048865,False
ENSMUSG00000048878,False
ENSMUSG00000049047,False
ENSMUSG00000049106,False
ENSMUSG00000049119,False
ENSMUSG00000049225,False
ENSMUSG00000049299,False
ENSMUSG00000049502,False
ENSMUSG00000049624,False
ENSMUSG00000049643,False
ENSMUSG00000049658,False
ENSMUSG00000049659,False
ENSMUSG00000049800,False
ENSMUSG00000049811,False
ENSMUSG00000050002,False
ENSMUSG00000050017,False
ENSMUSG00000050029,False
ENSMUSG00000050107,False
ENSMUSG00000050108,False
ENSMUSG00000050174,False
ENSMUSG00000050270,False
ENSMUSG00000050271,False
ENSMUSG00000050310,False
ENSMUSG00000050370,True
ENSMUSG00000050373,False
ENSMUSG00000050390,False
ENSMUSG00000050395,True
ENSMUSG00000050552,False
ENSMUSG00000050578,True
ENSMUSG00000050592,False
ENSMUSG00000050627,False
ENSMUSG00000050721,False
ENSMUSG00000050732,False
ENSMUSG00000050812,False
ENSMUSG00000050931,False
ENSMUSG00000050994,False
ENSMUSG00000051098,False
ENSMUSG00000051169,False
ENSMUSG00000051185,False
ENSMUSG00000051223,False
ENSMUSG00000051306,False
ENSMUSG00000051316,False
ENSMUSG00000051335,False
ENSMUSG00000051339,False
ENSMUSG00000051343,False
ENSMUSG00000051344,False
ENSMUSG00000051367,False
ENSMUSG00000051379,False
ENSMUSG00000051391,False
ENSMUSG00000051439,True
ENSMUSG00000051498,False
ENSMUSG00000051671,False
ENSMUSG00000051674,False
ENSMUSG00000051768,False
ENSMUSG00000051989,False
ENSMUSG00000052033,False
ENSMUSG00000052102,False
ENSMUSG00000052142,False
ENSMUSG00000052151,False
ENSMUSG00000052296,False
ENSMUSG00000052298,False
ENSMUSG00000052397,False
ENSMUSG00000052557,False
ENSMUSG00000052609,False
ENSMUSG00000052684,False
ENSMUSG00000052783,False
ENSMUSG00000052821,False
ENSMUSG00000052917,False
ENSMUSG00000052962,False
ENSMUSG00000053063,False
ENSMUSG00000053094,False
ENSMUSG00000053101,False
ENSMUSG00000053113,False
ENSMUSG00000053175,False
ENSMUSG00000053192,False
ENSMUSG00000053318,False
ENSMUSG00000053411,False
ENSMUSG00000053436,False
ENSMUSG00000053475,False
ENSMUSG00000053477,False
ENSMUSG00000053559,False
ENSMUSG00000053580,False
ENSMUSG00000053641,False
ENSMUSG00000053716,False
ENSMUSG00000053801,False
ENSMUSG00000053819,False
ENSMUSG00000053846,False
ENSMUSG00000053886,False
ENSMUSG00000053898,False
ENSMUSG00000053929,False
ENSMUSG00000053965,False
ENSMUSG00000054051,False
ENSMUSG00000054387,False
ENSMUSG00000054414,False
ENSMUSG00000054499,False
ENSMUSG00000054676,False
ENSMUSG00000054720,False
ENSMUSG00000054752,False
ENSMUSG00000054808,False
ENSMUSG00000054855,True
ENSMUSG00000054893,False
ENSMUSG00000055204,False
ENSMUSG00000055319,False
ENSMUSG00000055320,False
ENSMUSG00000055322,False
ENSMUSG00000055371,False
ENSMUSG00000055447,False
ENSMUSG00000055805,False
ENSMUSG00000056069,False
ENSMUSG00000056091,False
ENSMUSG00000056153,False
ENSMUSG00000056209,False
ENSMUSG00000056211,False
ENSMUSG00000056216,False
ENSMUSG00000056220,False
ENSMUSG00000056498,False
ENSMUSG00000056515,False
ENSMUSG00000056602,False
ENSMUSG00000056692,False
ENSMUSG00000056698,False
ENSMUSG00000056763,False
ENSMUSG00000056952,False
ENSMUSG00000056962,False
ENSMUSG00000056999,False
ENSMUSG00000057135,False
ENSMUSG00000057193,False
ENSMUSG00000057230,False
ENSMUSG00000057315,False
ENSMUSG00000057367,False
ENSMUSG00000057554,False
ENSMUSG00000057789,False
ENSMUSG00000058013,False
ENSMUSG00000058046,False
ENSMUSG00000058230,False
ENSMUSG00000058239,False
ENSMUSG00000058317,False
ENSMUSG00000058355,False
ENSMUSG00000058440,False
ENSMUSG00000058444,False
ENSMUSG00000058503,False
ENSMUSG00000058655,False
ENSMUSG00000058755,False
ENSMUSG00000058793,False
ENSMUSG00000059013,False
ENSMUSG00000059248,False
ENSMUSG00000059288,False
ENSMUSG00000059436,False
ENSMUSG00000059588,False
ENSMUSG00000059689,False
ENSMUSG00000059713,False
ENSMUSG00000060073,False
ENSMUSG00000060152,False
ENSMUSG00000060166,False
ENSMUSG00000060216,False
ENSMUSG00000060261,False
ENSMUSG00000060429,False
ENSMUSG00000060450,False
ENSMUSG00000060475,False
ENSMUSG00000060512,False
ENSMUSG00000060519,False
ENSMUSG00000060601,False
ENSMUSG00000060675,False
ENSMUSG00000060681,False
ENSMUSG00000060703,False
ENSMUSG00000060904,False
ENSMUSG00000061024,False
ENSMUSG00000061119,False
ENSMUSG00000061130,False
ENSMUSG00000061136,False
ENSMUSG00000061286,False
ENSMUSG00000061411,False
ENSMUSG00000061458,False
ENSMUSG00000061536,False
ENSMUSG00000061689,False
ENSMUSG00000061731,False
ENSMUSG00000061838,False
ENSMUSG00000061878,False
ENSMUSG00000061887,False
ENSMUSG00000062127,False
ENSMUSG00000062169,False
ENSMUSG00000062190,False
ENSMUSG00000062203,False
ENSMUSG00000062210,False
ENSMUSG00000062232,False
ENSMUSG00000062300,False
ENSMUSG00000062345,True
ENSMUSG00000062519,False
ENSMUSG00000062604,False
ENSMUSG00000062646,False
ENSMUSG00000062691,False
ENSMUSG00000062822,False
ENSMUSG00000062908,False
ENSMUSG00000062991,False
ENSMUSG00000063049,False
ENSMUSG00000063179,False
ENSMUSG00000063193,False
ENSMUSG00000063273,False
ENSMUSG00000063362,False
ENSMUSG00000063406,False
ENSMUSG00000063550,False
ENSMUSG00000063800,False
ENSMUSG00000063888,False
ENSMUSG00000064105,False
ENSMUSG00000064120,False
ENSMUSG00000064128,False
ENSMUSG00000064181,False
ENSMUSG00000064280,False
ENSMUSG00000064289,False
ENSMUSG00000065979,False
ENSMUSG00000066043,False
ENSMUSG00000066152,False
ENSMUSG00000066306,False
ENSMUSG00000066357,False
ENSMUSG00000066415,False
ENSMUSG00000066440,False
ENSMUSG00000066441,False
ENSMUSG00000066456,False
ENSMUSG00000066595,False
ENSMUSG00000066621,False
ENSMUSG00000066800,False
ENSMUSG00000066877,False
ENSMUSG00000067149,False
ENSMUSG00000067194,False
ENSMUSG00000067365,False
ENSMUSG00000067367,False
ENSMUSG00000067586,False
ENSMUSG00000068015,False
ENSMUSG00000068039,False
ENSMUSG00000068040,False
ENSMUSG00000068264,False
ENSMUSG00000068735,False
ENSMUSG00000068747,False
ENSMUSG00000068823,False
ENSMUSG00000069094,False
ENSMUSG00000069662,True
ENSMUSG00000069729,False
ENSMUSG00000070284,False
ENSMUSG00000070327,False
ENSMUSG00000070427,False
ENSMUSG00000070462,False
ENSMUSG00000070524,False
ENSMUSG00000070544,False
ENSMUSG00000070691,False
ENSMUSG00000070871,False
ENSMUSG00000070923,False
ENSMUSG00000071042,False
ENSMUSG00000071073,False
ENSMUSG00000071324,False
ENSMUSG00000071337,False
ENSMUSG00000071350,False
ENSMUSG00000071533,False
ENSMUSG00000071547,False
ENSMUSG00000071654,False
ENSMUSG00000071660,False
ENSMUSG00000071661,False
ENSMUSG00000071711,False
ENSMUSG00000071715,False
ENSMUSG00000071757,False
ENSMUSG00000071855,False
ENSMUSG00000072872,False
ENSMUSG00000072946,False
ENSMUSG00000073421,True
ENSMUSG00000073563,False
ENSMUSG00000073700,False
ENSMUSG00000073982,False
ENSMUSG00000074212,False
ENSMUSG00000074217,False
ENSMUSG00000074227,False
ENSMUSG00000074305,False
ENSMUSG00000074582,False
ENSMUSG00000074622,True
ENSMUSG00000074749,False
ENSMUSG00000074781,False
ENSMUSG00000074785,False
ENSMUSG00000074794,False
ENSMUSG00000074922,False
ENSMUSG00000074994,False
ENSMUSG00000075033,False
ENSMUSG00000075122,False
ENSMUSG00000075227,False
ENSMUSG00000075254,False
ENSMUSG00000075284,False
ENSMUSG00000075486,False
ENSMUSG00000075595,False
ENSMUSG00000075700,False
ENSMUSG00000075701,False
ENSMUSG00000075705,True
ENSMUSG00000078453,True
ENSMUSG00000078484,False
ENSMUSG00000078532,False
ENSMUSG00000078566,False
ENSMUSG00000078652,False
ENSMUSG00000078812,False
ENSMUSG00000078813,False
ENSMUSG00000078908,False
ENSMUSG00000079020,False
ENSMUSG00000079036,False
ENSMUSG00000079557,False
ENSMUSG00000079659,False
ENSMUSG00000080316,False
ENSMUSG00000087260,False
ENSMUSG00000087370,False
ENSMUSG00000090112,False
ENSMUSG00000090150,False
ENSMUSG00000091337,False
ENSMUSG00000093904,False
ENSMUSG00000093930,False
ENSMUSG00000094870,False
ENSMUSG00000096140,False
